Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2009","2009","°C","-0.826","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2010","2010","°C","1.932","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2011","2011","°C","1.536","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2012","2012","°C","0.381","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2013","2013","°C","1.421","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2014","2014","°C","1.601","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2015","2015","°C","1.31","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2016","2016","°C","1.118","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2017","2017","°C","1.376","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2018","2018","°C","-0.293","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2019","2019","°C","0.902","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2020","2020","°C","0.24","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2021","2021","°C","3.084","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2022","2022","°C","2.076","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2023","2023","°C","2.296","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2024","2024","°C","2.786","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7010","October","2025","2025","°C","3.274","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1961","1961","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1962","1962","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1963","1963","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1964","1964","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1965","1965","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1966","1966","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1967","1967","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1968","1968","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1969","1969","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1970","1970","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1971","1971","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1972","1972","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1973","1973","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1974","1974","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1975","1975","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1976","1976","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1977","1977","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1978","1978","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1979","1979","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1980","1980","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1981","1981","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1982","1982","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1983","1983","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1984","1984","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1985","1985","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1986","1986","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1987","1987","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1988","1988","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1989","1989","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1990","1990","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1991","1991","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1992","1992","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1993","1993","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1994","1994","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1995","1995","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1996","1996","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1997","1997","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1998","1998","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","1999","1999","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2000","2000","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2001","2001","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2002","2002","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2003","2003","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2004","2004","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2005","2005","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2006","2006","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2007","2007","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2008","2008","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2009","2009","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2010","2010","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2011","2011","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2012","2012","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2013","2013","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2014","2014","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2015","2015","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2016","2016","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2017","2017","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2018","2018","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2019","2019","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2020","2020","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2021","2021","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2022","2022","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2023","2023","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2024","2024","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7010","October","2025","2025","°C","0.916","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1961","1961","°C","-0.197","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1962","1962","°C","0.818","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1963","1963","°C","0.509","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1964","1964","°C","0.015","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1965","1965","°C","0.183","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1966","1966","°C","-1.389","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1967","1967","°C","0.034","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1968","1968","°C","0.315","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1969","1969","°C","0.422","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1970","1970","°C","0.066","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1971","1971","°C","-0.57","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1972","1972","°C","-1.105","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1973","1973","°C","-0.635","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1974","1974","°C","0.689","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1975","1975","°C","-0.36","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1976","1976","°C","-0.03","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1977","1977","°C","0.27","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1978","1978","°C","-1.327","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1979","1979","°C","1.181","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1980","1980","°C","1.071","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1981","1981","°C","2.429","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1982","1982","°C","-1.49","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1983","1983","°C","1.707","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1984","1984","°C","-0.778","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1985","1985","°C","-2.546","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1986","1986","°C","-2.46","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1987","1987","°C","1.174","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1988","1988","°C","-0.032","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1989","1989","°C","-1.62","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1990","1990","°C","-0.811","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1991","1991","°C","-0.84","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1992","1992","°C","0.094","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1993","1993","°C","-1.027","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1994","1994","°C","0.61","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1995","1995","°C","-0.831","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1996","1996","°C","-0.871","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1997","1997","°C","0.972","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1998","1998","°C","2.537","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","1999","1999","°C","2.261","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2000","2000","°C","0.652","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2001","2001","°C","2.202","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2002","2002","°C","1.288","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2003","2003","°C","0.748","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2004","2004","°C","1.28","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2005","2005","°C","1.749","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2006","2006","°C","-0.005","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2007","2007","°C","0.779","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2008","2008","°C","1.602","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2009","2009","°C","2.59","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2010","2010","°C","2.326","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2011","2011","°C","1.021","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2012","2012","°C","0.094","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2013","2013","°C","-0.146","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2014","2014","°C","-0.717","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2015","2015","°C","2.087","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2016","2016","°C","3.96","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2017","2017","°C","0.571","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2018","2018","°C","-0.449","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2019","2019","°C","0.98","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2020","2020","°C","1.406","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2021","2021","°C","2.066","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2022","2022","°C","0.263","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2023","2023","°C","2.846","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2024","2024","°C","2.897","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7011","November","2025","2025","°C","3.794","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1961","1961","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1962","1962","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1963","1963","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1964","1964","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1965","1965","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1966","1966","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1967","1967","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1968","1968","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1969","1969","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1970","1970","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1971","1971","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1972","1972","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1973","1973","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1974","1974","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1975","1975","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1976","1976","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1977","1977","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1978","1978","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1979","1979","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1980","1980","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1981","1981","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1982","1982","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1983","1983","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1984","1984","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1985","1985","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1986","1986","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1987","1987","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1988","1988","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1989","1989","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1990","1990","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1991","1991","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1992","1992","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1993","1993","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1994","1994","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1995","1995","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1996","1996","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1997","1997","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1998","1998","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","1999","1999","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2000","2000","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2001","2001","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2002","2002","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2003","2003","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2004","2004","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2005","2005","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2006","2006","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2007","2007","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2008","2008","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2009","2009","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2010","2010","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2011","2011","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2012","2012","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2013","2013","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2014","2014","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2015","2015","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2016","2016","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2017","2017","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2018","2018","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2019","2019","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2020","2020","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2021","2021","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2022","2022","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2023","2023","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2024","2024","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","6078","Standard Deviation","7011","November","2025","2025","°C","1.012","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1961","1961","°C","-1.042","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1962","1962","°C","1.021","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1963","1963","°C","-0.146","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1964","1964","°C","-1.992","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1965","1965","°C","1.021","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1966","1966","°C","0.413","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1967","1967","°C","1.388","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1968","1968","°C","-1.004","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1969","1969","°C","3.053","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1970","1970","°C","-1.764","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1971","1971","°C","-1.558","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1972","1972","°C","-2.729","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1973","1973","°C","0.788","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1974","1974","°C","1.299","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1975","1975","°C","-0.797","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1976","1976","°C","-1.148","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1977","1977","°C","-1.292","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1978","1978","°C","0.105","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1979","1979","°C","1.654","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1980","1980","°C","-1.781","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1981","1981","°C","1.841","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1982","1982","°C","0.684","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1983","1983","°C","-2.607","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1984","1984","°C","-1.209","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1985","1985","°C","0.83","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1986","1986","°C","2.299","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1987","1987","°C","3.064","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1988","1988","°C","0.399","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1989","1989","°C","-1.371","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1990","1990","°C","-1.749","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1991","1991","°C","0.688","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1992","1992","°C","-0.491","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1993","1993","°C","1.445","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1994","1994","°C","1.985","E","Estimated value"
"ET","Temperature change on land","021","Northern America","7271","Temperature change","7012","December","1995","1995","°C","-0.304","E","Estimated value"
